name,url,rating,difficulty,language,tema,subtema
global diplomacy: the united nations in the world,https://coursera.org/learn/global-diplomacy-un,4.7,beginner level,en,social sciences, governance and society
introduction to public health engineering in humanitarian contexts,https://coursera.org/learn/engineering-humanitarian,4.8,beginner level,en,physical science and engineering, environmental science and sustainability
physics of silicon solar cells,https://coursera.org/learn/physics-silicon-solar-cells,5,none,en,physical science and engineering, physics and astronomy
supporting children with difficulties in reading and writing,https://coursera.org/learn/dyslexia-difficulties,4.8,none,en,social sciences, education
leading innovation in arts and culture,https://coursera.org/learn/arts-culture-innovation,4.5,none,en,business, entrepreneurship
strategic sales management final project,https://coursera.org/learn/ssm-final-project,4.3,intermediate level,en,business, business strategy
data visualization,https://coursera.org/learn/datavisualization,4.5,none,it,data science, data analysis
la disrupción del blockchain,https://coursera.org/learn/blockchain-espanol,4.8,beginner level,es,business, finance
введение в физиологию (introduction to physiology),https://coursera.org/learn/vvedeniye-fiziologiyu,4.7,intermediate level,en,health, basic science
applied ai with deeplearning,https://coursera.org/learn/ai,4.5,advanced level,en,data science, machine learning
understanding 9/11: why 9/11 happened & how terrorism affects our world today,https://coursera.org/learn/911-attack,4.6,beginner level,en,social sciences, governance and society
developing innovative ideas for new companies: the first step in entrepreneurship,https://coursera.org/learn/innovative-ideas,4.6,none,en,business, entrepreneurship
toward the future of ios development with swift,https://coursera.org/learn/iosswift,3.8,none,en,computer science, mobile and web development
введение в данные,https://coursera.org/learn/vvedeniye-dannyye,4.7,intermediate level,ru,data science, data analysis
diabetes – the essential facts,https://coursera.org/learn/diabetes-essential-facts,4.7,beginner level,en,health, nutrition
introduction to virtual reality,https://coursera.org/learn/introduction-virtual-reality,4.7,beginner level,en,computer science, design and product
"introduction to blockchain: benefits, values and opportunities",https://coursera.org/learn/blockchain-benefits-values-opportunities,5,beginner level,en,information technology, security
managing security in google cloud platform,https://coursera.org/learn/managing-security-in-google-cloud-platform,4.7,intermediate level,en,information technology, cloud computing
firm level economics: markets and allocations,https://coursera.org/learn/firm-level-economics-markets,4.9,none,en,business, finance
implant dentistry,https://coursera.org/learn/implant-dentistry,4.9,none,en,health, basic science
chinese for hsk 1,https://coursera.org/learn/hsk-1,4.8,beginner level,en,language learning, other languages
portfolio and risk management,https://coursera.org/learn/portfolio-management,4.4,beginner level,da,business, finance
sql for data science,https://coursera.org/learn/sql-for-data-science,4.6,beginner level,en,data science, data analysis
marketing in an analog world,https://coursera.org/learn/marketing-analog,4.7,beginner level,en,business, marketing
business implications of ai: full course,https://coursera.org/learn/business-implications-ai,3.8,advanced level,en,business, leadership and management
formulación y evaluación de proyectos complejos,https://coursera.org/learn/formulacion-evaluacion-proyectos-ingenieria,4.9,intermediate level,es,business, business essentials
homeland security & cybersecurity connection - its not about the terrorists,https://coursera.org/learn/homeland-security-cybersecurity-connection,4.7,beginner level,en,social sciences, governance and society
administración de proyectos project,https://coursera.org/learn/administracion-de-proyectos-capstone,4.6,none,es,business, leadership and management
internet of things capstone: build a mobile surveillance system,https://coursera.org/learn/internet-of-things-capstone,3.9,none,en,physical science and engineering, electrical engineering
edivet: do you have what it takes to be a veterinarian?,https://coursera.org/learn/becoming-a-veterinarian,4.7,none,en,health, animal health
sales training: sales team management,https://coursera.org/learn/sales-team-management,4.8,beginner level,en,business, leadership and management
marketing strategy capstone project,https://coursera.org/learn/marketing-project,4.5,beginner level,en,business, marketing
"big data, artificial intelligence, and ethics",https://coursera.org/learn/big-data-ai-ethics,4.7,beginner level,en,data science, data analysis
chinese for hsk 3 part ii,https://coursera.org/learn/hsk-3-part2,4.8,intermediate level,en,language learning, other languages
statistics with r capstone,https://coursera.org/learn/statistics-project,4.7,none,en,data science, probability and statistics
algorithms for dna sequencing,https://coursera.org/learn/dna-sequencing,4.8,none,en,data science, data analysis
be entrepreneurial in cultural industries in the digital age,https://coursera.org/learn/entrepreneurial-culture-digital-age,4.1,beginner level,en,business, entrepreneurship
introdução ao controle de sistemas,https://coursera.org/learn/controle,4.9,none,pt,physical science and engineering, electrical engineering
"modern robotics, course 5:  robot manipulation and wheeled mobile robots ",https://coursera.org/learn/modernrobotics-course5,4.7,intermediate level,en,physical science and engineering, mechanical engineering
design principles: an introduction,https://coursera.org/learn/design-principles,4.6,beginner level,en,computer science, design and product
how to win a data science competition: learn from top kagglers,https://coursera.org/learn/competitive-data-science,4.7,advanced level,en,data science, data analysis
preparing for graduate study in the u.s.: a course for international students,https://coursera.org/learn/graduate-study-usa,4.3,intermediate level,en,language learning, learning english
understanding and strengthening health systems,https://coursera.org/learn/health-systems,4.8,beginner level,en,health, public health
how computers work,https://coursera.org/learn/how-computers-work,4.6,beginner level,en,computer science, computer security and networks
introdução às tecnologias blockchain,https://coursera.org/learn/introducao-tecnologias-blockchain,4.7,beginner level,pt,business, business essentials
